site_ID ,long ,lat ,elev ,sample_ID ,species ,sample_value
Aquihueco,-70.375269,-37.084271,1199.07,Aqco-38,1,-15.988
Aquihueco,-70.375269,-37.084271,2068.29,Aqco-VII,1,-15.667
Aquihueco,-70.375269,-37.084271,2174.34,Aqco-I,1,-15.331
Aquihueco,-70.375269,-37.084271,1285.64,Aqco-26,1,-14.899
Aquihueco,-70.375269,-37.084271,1252.17,Aqco-IV,1,-12.585
Aquihueco,-70.375269,-37.084271,1831.64,Aqco-19.1,1,-12.581
