site_ID ,long ,lat ,elev ,sample_ID ,species ,sample_value
Aquihueco,-70.375269,-37.084271,1731.13,Aqco-30,1,-10.711
Aquihueco,-70.375269,-37.084271,1468.5,Aqco-43,1,-10.59
Aquihueco,-70.375269,-37.084271,1184.25,Aqco-31,1,-9.8
